s,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2
 1.0660013E+002, 7.7155437E+001, 2.1084360E+001, 7.6852114E+001, 7.2383363E+001, 7.1499888E+001, 5.4412039E+001, 2.2146131E+001, 2.2166163E+001, 2.2748728E+001, 2.1191393E+001, 6.4651861E-001, 3.0533371E-001
 1.0680180E+002, 7.5753410E+001, 2.1103659E+001, 7.7222796E+001, 7.2300936E+001, 7.0499504E+001, 5.4278106E+001, 2.2397892E+001, 2.2141915E+001, 2.2709427E+001, 2.1163935E+001, 6.4956714E-001, 3.0723363E-001
 1.0700115E+002, 7.1633857E+001, 2.1143810E+001, 7.8051618E+001, 7.2239675E+001, 6.9298563E+001, 5.3998386E+001, 2.2635395E+001, 2.2128904E+001, 2.2659551E+001, 2.1156564E+001, 6.5855387E-001, 3.0979643E-001
 1.0720618E+002, 6.7477293E+001, 2.1224149E+001, 7.9517601E+001, 7.2187778E+001, 6.8035985E+001, 5.3683368E+001, 2.2839218E+001, 2.2171571E+001, 2.2680107E+001, 2.1176733E+001, 6.8718838E-001, 3.1617432E-001
 1.0740517E+002, 7.2318285E+001, 2.1232535E+001, 8.1733926E+001, 7.2127623E+001, 6.6792474E+001, 5.3458110E+001, 2.2935716E+001, 2.2101341E+001, 2.2570099E+001, 2.1160672E+001, 6.7228995E-001, 3.1539871E-001
 1.0760416E+002, 7.6166131E+001, 2.1246182E+001, 8.3898434E+001, 7.2076015E+001, 6.5840591E+001, 5.3562611E+001, 2.2964918E+001, 2.2042399E+001, 2.2489254E+001, 2.1152248E+001, 6.6026499E-001, 3.1183340E-001
 1.0780046E+002, 7.3272797E+001, 2.1271044E+001, 8.4985933E+001, 7.2042411E+001, 6.5278777E+001, 5.4121047E+001, 2.3036033E+001, 2.2006038E+001, 2.2427229E+001, 2.1149654E+001, 6.5879770E-001, 3.1114835E-001
 1.0801398E+002, 7.0880978E+001, 2.1291622E+001, 8.4593350E+001, 7.2045696E+001, 6.5188922E+001, 5.5148785E+001, 2.3225982E+001, 2.1981700E+001, 2.2407217E+001, 2.1157309E+001, 6.6116067E-001, 3.1090202E-001
 1.0821392E+002, 6.8025660E+001, 2.1323963E+001, 8.3272262E+001, 7.2101590E+001, 6.5599855E+001, 5.6435959E+001, 2.3609764E+001, 2.1989628E+001, 2.2440637E+001, 2.1179502E+001, 6.7638397E-001, 3.1207314E-001
 1.0840609E+002, 6.7077811E+001, 2.1284080E+001, 8.1871836E+001, 7.2228531E+001, 6.6389763E+001, 5.7507907E+001, 2.4106960E+001, 2.1893824E+001, 2.2350768E+001, 2.1155802E+001, 6.5256111E-001, 3.0918975E-001
 1.0861962E+002, 7.0895551E+001, 2.1313635E+001, 8.0893519E+001, 7.2507196E+001, 6.7422677E+001, 5.7979764E+001, 2.4735885E+001, 2.1865468E+001, 2.2342871E+001, 2.1172679E+001, 6.5733576E-001, 3.0994271E-001
 1.0881527E+002, 7.2442318E+001, 2.1354495E+001, 8.0420614E+001, 7.3056747E+001, 6.8376619E+001, 5.7427001E+001, 2.5383502E+001, 2.1871980E+001, 2.2382311E+001, 2.1197963E+001, 6.7796609E-001, 3.2314513E-001
 1.0902031E+002, 7.2597389E+001, 2.1392443E+001, 8.0221083E+001, 7.3927231E+001, 6.8755623E+001, 5.5798255E+001, 2.5846879E+001, 2.1854932E+001, 2.2377164E+001, 2.1230208E+001, 6.8237738E-001, 3.2327414E-001
 1.0920576E+002, 7.2756416E+001, 2.1402054E+001, 7.9979038E+001, 7.5110827E+001, 6.8452803E+001, 5.3464693E+001, 2.6215038E+001, 2.1804528E+001, 2.2341712E+001, 2.1228140E+001, 6.7202249E-001, 3.2000307E-001
 1.0941183E+002, 7.2099024E+001, 2.1416491E+001, 7.9530687E+001, 7.5928428E+001, 6.7559377E+001, 5.1478662E+001, 2.6514821E+001, 2.1766073E+001, 2.2316071E+001, 2.1238260E+001, 6.6428473E-001, 3.1162803E-001
 1.0961790E+002, 7.1169590E+001, 2.1437700E+001, 7.8837007E+001, 7.5815995E+001, 6.6557430E+001, 5.0676806E+001, 2.6924275E+001, 2.1747356E+001, 2.2308290E+001, 2.1254695E+001, 6.6314299E-001, 3.0959780E-001
 1.0980335E+002, 6.7153821E+001, 2.1452671E+001, 7.8108852E+001, 7.4961522E+001, 6.6229569E+001, 5.1445394E+001, 2.7512950E+001, 2.1736755E+001, 2.2295328E+001, 2.1264911E+001, 6.5632344E-001, 3.0776773E-001
 1.1000942E+002, 6.7083517E+001, 2.1461360E+001, 7.7583453E+001, 7.3943089E+001, 6.6942889E+001, 5.3391147E+001, 2.8334720E+001, 2.1741473E+001, 2.2300720E+001, 2.1275382E+001, 6.5267440E-001, 3.1149891E-001
 1.1021548E+002, 7.6379590E+001, 2.1555070E+001, 7.7293762E+001, 7.3103009E+001, 6.8355078E+001, 5.5882838E+001, 2.9316024E+001, 2.1832148E+001, 2.2398760E+001, 2.1333450E+001, 6.7514384E-001, 3.1639137E-001
 1.1040094E+002, 8.1617535E+001, 2.1599976E+001, 7.7141568E+001, 7.2676533E+001, 6.9566914E+001, 5.8151338E+001, 3.0126239E+001, 2.1877815E+001, 2.2430101E+001, 2.1350054E+001, 6.8155751E-001, 3.2100864E-001
 1.1060701E+002, 7.8526326E+001, 2.1631264E+001, 7.7168085E+001, 7.2703742E+001, 7.0217231E+001, 6.0254380E+001, 3.0524946E+001, 2.1900163E+001, 2.2463335E+001, 2.1365190E+001, 6.8587413E-001, 3.1825107E-001
 1.1081307E+002, 7.7447602E+001, 2.1610412E+001, 7.7470121E+001, 7.3290453E+001, 7.0430239E+001, 6.2342108E+001, 3.0304757E+001, 2.1847629E+001, 2.2421794E+001, 2.1317347E+001, 6.6771223E-001, 3.1522154E-001
 1.1101913E+002, 7.8792758E+001, 2.1608363E+001, 7.8068204E+001, 7.4317378E+001, 7.0553314E+001, 6.4108060E+001, 2.9526668E+001, 2.1816953E+001, 2.2400320E+001, 2.1275804E+001, 6.5630742E-001, 3.1036852E-001
 1.1120460E+002, 7.8023982E+001, 2.1630241E+001, 7.8842435E+001, 7.5393215E+001, 7.0939979E+001, 6.5282725E+001, 2.8500286E+001, 2.1839010E+001, 2.2412917E+001, 2.1249352E+001, 6.5852345E-001, 3.1249524E-001
 1.1141066E+002, 7.8005194E+001, 2.1679054E+001, 7.9645481E+001, 7.6315202E+001, 7.1760837E+001, 6.6033366E+001, 2.7268117E+001, 2.1926738E+001, 2.2454461E+001, 2.1248952E+001, 6.7024974E-001, 3.1474542E-001
 1.1160642E+002, 7.8379222E+001, 2.1717034E+001, 8.0369727E+001, 7.7011295E+001, 7.3094646E+001, 6.6585015E+001, 2.5743075E+001, 2.2039753E+001, 2.2473654E+001, 2.1243638E+001, 6.7904983E-001, 3.1831788E-001
 1.1181393E+002, 7.8042269E+001, 2.1722602E+001, 8.0958581E+001, 7.7501964E+001, 7.4848196E+001, 6.6857746E+001, 2.3982637E+001, 2.2075481E+001, 2.2437354E+001, 2.1235986E+001, 6.6632436E-001, 3.1552730E-001
 1.1201324E+002, 7.7446115E+001, 2.1736637E+001, 8.1419012E+001, 7.7850773E+001, 7.6610659E+001, 6.6235593E+001, 2.2556181E+001, 2.2088052E+001, 2.2417484E+001, 2.1229368E+001, 6.6475462E-001, 3.1289905E-001
 1.1221253E+002, 7.6644327E+001, 2.1743531E+001, 8.1782425E+001, 7.8126436E+001, 7.8117890E+001, 6.3929821E+001, 2.1632155E+001, 2.2057774E+001, 2.2389614E+001, 2.1217231E+001, 6.5970738E-001, 3.1244429E-001
 1.1241183E+002, 7.5890351E+001, 2.1792898E+001, 8.2007529E+001, 7.8342450E+001, 7.9184202E+001, 6.0128847E+001, 2.1148798E+001, 2.2098890E+001, 2.2444223E+001, 2.1230969E+001, 6.7907272E-001, 3.1681256E-001
 1.1261114E+002, 7.5954669E+001, 2.1804664E+001, 8.2113541E+001, 7.8482540E+001, 7.9647349E+001, 5.6167900E+001, 2.0873116E+001, 2.2098799E+001, 2.2464461E+001, 2.1230263E+001, 6.7647852E-001, 3.1872387E-001
 1.1281243E+002, 7.6778084E+001, 2.1798625E+001, 8.2132675E+001, 7.8506480E+001, 7.9513946E+001, 5.3551480E+001, 2.0796485E+001, 2.2077952E+001, 2.2462195E+001, 2.1216124E+001, 6.6350311E-001, 3.1670728E-001
 1.1300974E+002, 7.7251267E+001, 2.1814148E+001, 8.2018675E+001, 7.8342064E+001, 7.9065635E+001, 5.3063406E+001, 2.1076396E+001, 2.2096732E+001, 2.2516353E+001, 2.1228577E+001, 6.6478080E-001, 3.1553281E-001
 1.1320705E+002, 7.6529840E+001, 2.1839403E+001, 8.1756628E+001, 7.7933378E+001, 7.8640629E+001, 5.4414432E+001, 2.1877907E+001, 2.2132727E+001, 2.2581483E+001, 2.1245160E+001, 6.7116359E-001, 3.1509312E-001
 1.1340435E+002, 7.4750896E+001, 2.1875006E+001, 8.1415744E+001, 7.7286861E+001, 7.8291347E+001, 5.6524635E+001, 2.3261102E+001, 2.2191514E+001, 2.2656617E+001, 2.1271824E+001, 6.8812500E-001, 3.2331156E-001
 1.1360488E+002, 7.2506909E+001, 2.1852704E+001, 8.1129124E+001, 7.6486595E+001, 7.7732102E+001, 5.8081454E+001, 2.4969641E+001, 2.2179978E+001, 2.2651764E+001, 2.1282279E+001, 6.7839779E-001, 3.2159678E-001
 1.1381895E+002, 7.0309773E+001, 2.1823032E+001, 8.1109585E+001, 7.5752208E+001, 7.6719048E+001, 5.8036776E+001, 2.6481895E+001, 2.2167366E+001, 2.2646780E+001, 2.1284820E+001, 6.6557795E-001, 3.1914815E-001
 1.1402039E+002, 6.9413079E+001, 2.1811766E+001, 8.1473172E+001, 7.5270836E+001, 7.5183919E+001, 5.5868202E+001, 2.7541649E+001, 2.2189204E+001, 2.2660998E+001, 2.1297981E+001, 6.6123621E-001, 3.1814753E-001
 1.1421235E+002, 7.0875747E+001, 2.1836315E+001, 8.1972002E+001, 7.5185709E+001, 7.3633124E+001, 5.2688505E+001, 2.8037026E+001, 2.2280572E+001, 2.2728369E+001, 2.1337996E+001, 6.7719115E-001, 3.2055218E-001
 1.1440430E+002, 7.2851669E+001, 2.1844447E+001, 8.2337956E+001, 7.5356667E+001, 7.2229367E+001, 4.9908748E+001, 2.8231775E+001, 2.2371564E+001, 2.2783226E+001, 2.1379767E+001, 6.9475281E-001, 3.2970470E-001
 1.1461758E+002, 7.3954349E+001, 2.1792998E+001, 8.2425096E+001, 7.5656091E+001, 7.1236126E+001, 4.8566275E+001, 2.8178416E+001, 2.2380219E+001, 2.2757980E+001, 2.1397802E+001, 6.8299789E-001, 3.2544597E-001
 1.1480954E+002, 7.4883225E+001, 2.1736076E+001, 8.2302567E+001, 7.5908870E+001, 7.1002979E+001, 4.8606197E+001, 2.7957137E+001, 2.2368712E+001, 2.2722080E+001, 2.1393983E+001, 6.6985488E-001, 3.2011175E-001
 1.1500106E+002, 7.5919170E+001, 2.1698123E+001, 8.2112589E+001, 7.5965915E+001, 7.1475014E+001, 4.9228247E+001, 2.7622730E+001, 2.2366917E+001, 2.2729117E+001, 2.1401974E+001, 6.6652813E-001, 3.1642808E-001
 1.1521173E+002, 7.6646182E+001, 2.1685989E+001, 8.1874230E+001, 7.5791808E+001, 7.2482492E+001, 5.0283116E+001, 2.7188349E+001, 2.2373677E+001, 2.2753937E+001, 2.1421029E+001, 6.6850318E-001, 3.1634131E-001
 1.1540707E+002, 7.7088938E+001, 2.1661239E+001, 8.1586619E+001, 7.5455577E+001, 7.3773860E+001, 5.2023640E+001, 2.6707084E+001, 2.2354761E+001, 2.2766740E+001, 2.1439873E+001, 6.6430196E-001, 3.1862019E-001
 1.1561774E+002, 7.6682092E+001, 2.1683199E+001, 8.1205636E+001, 7.5042834E+001, 7.5154465E+001, 5.4530184E+001, 2.6211020E+001, 2.2386287E+001, 2.2862109E+001, 2.1505251E+001, 6.8448381E-001, 3.2500096E-001
 1.1580735E+002, 7.5828969E+001, 2.1688436E+001, 8.0704799E+001, 7.4627658E+001, 7.6271333E+001, 5.7112480E+001, 2.5664816E+001, 2.2371124E+001, 2.2891770E+001, 2.1549783E+001, 6.8925732E-001, 3.2853431E-001
 1.1601802E+002, 7.5369277E+001, 2.1696739E+001, 8.0029254E+001, 7.4241562E+001, 7.6901070E+001, 5.9172746E+001, 2.5055150E+001, 2.2354534E+001, 2.2959267E+001, 2.1588643E+001, 6.9669921E-001, 3.3152112E-001
 1.1620762E+002, 7.5266517E+001, 2.1705809E+001, 7.9247721E+001, 7.4006489E+001, 7.7001938E+001, 6.0601700E+001, 2.4407538E+001, 2.2327004E+001, 2.3017239E+001, 2.1633493E+001, 7.0190396E-001, 3.2919859E-001
 1.1641829E+002, 7.5245129E+001, 2.1663056E+001, 7.8439477E+001, 7.4197667E+001, 7.6803265E+001, 6.1734707E+001, 2.3758201E+001, 2.2236107E+001, 2.2998727E+001, 2.1628772E+001, 6.8384965E-001, 3.2526064E-001
 1.1661000E+002, 7.5169402E+001, 2.1645987E+001, 7.7760901E+001, 7.5010435E+001, 7.6657689E+001, 6.2648315E+001, 2.3174765E+001, 2.2172476E+001, 2.3010073E+001, 2.1634340E+001, 6.7379490E-001, 3.2041964E-001
 1.1681856E+002, 7.4945215E+001, 2.1687384E+001, 7.7356935E+001, 7.6282073E+001, 7.6806908E+001, 6.2878742E+001, 2.2763392E+001, 2.2201181E+001, 2.3135468E+001, 2.1670566E+001, 6.9502641E-001, 3.2505709E-001
 1.1700394E+002, 7.4156461E+001, 2.1698645E+001, 7.7227084E+001, 7.7329777E+001, 7.7186073E+001, 6.1889586E+001, 2.2472084E+001, 2.2198895E+001, 2.3185583E+001, 2.1682801E+001, 6.9979144E-001, 3.2747836E-001
 1.1721251E+002, 7.2077115E+001, 2.1671880E+001, 7.7267789E+001, 7.7665695E+001, 7.7744700E+001, 6.0017153E+001, 2.2300647E+001, 2.2165668E+001, 2.3174450E+001, 2.1641261E+001, 6.8668246E-001, 3.2759675E-001
 1.1742107E+002, 7.1037062E+001, 2.1665321E+001, 7.7365428E+001, 7.7384219E+001, 7.8573761E+001, 5.8647730E+001, 2.2245639E+001, 2.2151991E+001, 2.3176205E+001, 2.1624057E+001, 6.8254301E-001, 3.2777224E-001
 1.1761568E+002, 7.3706210E+001, 2.1678806E+001, 7.7370120E+001, 7.7048821E+001, 7.9338599E+001, 5.8857023E+001, 2.2289218E+001, 2.2166485E+001, 2.3224468E+001, 2.1614963E+001, 6.8593568E-001, 3.2749460E-001
 1.1780331E+002, 7.5463543E+001, 2.1707612E+001, 7.7252918E+001, 7.6962876E+001, 7.9260659E+001, 5.9965445E+001, 2.2391314E+001, 2.2213002E+001, 2.3332113E+001, 2.1594455E+001, 6.9459560E-001, 3.2775777E-001
 1.1801179E+002, 7.5715449E+001, 2.1691511E+001, 7.7141372E+001, 7.7049339E+001, 7.8072996E+001, 6.1453914E+001, 2.2537462E+001, 2.2220304E+001, 2.3346618E+001, 2.1555919E+001, 6.8618283E-001, 3.2755750E-001
 1.1822027E+002, 7.5661070E+001, 2.1677729E+001, 7.7247153E+001, 7.7251982E+001, 7.6457578E+001, 6.3504972E+001, 2.2739158E+001, 2.2237636E+001, 2.3378668E+001, 2.1530327E+001, 6.8136547E-001, 3.2783035E-001
 1.1840790E+002, 7.4718206E+001, 2.1682667E+001, 7.7615402E+001, 7.7466436E+001, 7.5413684E+001, 6.6049152E+001, 2.2960037E+001, 2.2278791E+001, 2.3412333E+001, 2.1506316E+001, 6.8344308E-001, 3.3000415E-001
 1.1861637E+002, 7.3772664E+001, 2.1687564E+001, 7.8116227E+001, 7.7576029E+001, 7.4959052E+001, 6.8291085E+001, 2.3168618E+001, 2.2326107E+001, 2.3458861E+001, 2.1496696E+001, 6.8861602E-001, 3.3037140E-001
 1.1880400E+002, 7.4005535E+001, 2.1696759E+001, 7.8514356E+001, 7.7521765E+001, 7.4916705E+001, 6.8634034E+001, 2.3368378E+001, 2.2386275E+001, 2.3532836E+001, 2.1495177E+001, 6.9853392E-001, 3.3020348E-001
 1.1901248E+002, 7.4809930E+001, 2.1625813E+001, 7.8690807E+001, 7.7344259E+001, 7.5184450E+001, 6.6053679E+001, 2.3488641E+001, 2.2355940E+001, 2.3453520E+001, 2.1433436E+001, 6.7458919E-001, 3.2541378E-001
 1.1920011E+002, 7.5259544E+001, 2.1596649E+001, 7.8759576E+001, 7.7188103E+001, 7.5552237E+001, 6.1672984E+001, 2.3540716E+001, 2.2354592E+001, 2.3427377E+001, 2.1405132E+001, 6.6215329E-001, 3.1942228E-001
 1.1940859E+002, 7.5388854E+001, 2.1616740E+001, 7.8872234E+001, 7.7226740E+001, 7.5700576E+001, 5.7164317E+001, 2.3548335E+001, 2.2408203E+001, 2.3495097E+001, 2.1400232E+001, 6.7020370E-001, 3.2262479E-001
 1.1961707E+002, 7.5222857E+001, 2.1641441E+001, 7.9049587E+001, 7.7622759E+001, 7.5473906E+001, 5.3155092E+001, 2.3505171E+001, 2.2471821E+001, 2.3588854E+001, 2.1415073E+001, 6.8121702E-001, 3.2632736E-001
 1.1980470E+002, 7.4439006E+001, 2.1661662E+001, 7.9088852E+001, 7.8413251E+001, 7.5112629E+001, 4.9934420E+001, 2.3441201E+001, 2.2528394E+001, 2.3654782E+001, 2.1424450E+001, 6.8907289E-001, 3.3068653E-001
 1.2001318E+002, 7.3119837E+001, 2.1638841E+001, 7.8689060E+001, 7.9468686E+001, 7.4790722E+001, 4.6952360E+001, 2.3357259E+001, 2.2538873E+001, 2.3681350E+001, 2.1419600E+001, 6.7867536E-001, 3.2680013E-001
